ProgramName,MethodType,RequirementID,MethodID,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,pred,gold
1,1,8,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,16,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,2,870,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
0,1,4,639,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,4,1698,0,0,1,0,1,0,0,1,0,0,0,0,0,N,N
2,0,9,154,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
2,0,21,2851,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,6,631,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,1,10,4864,0,1,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,17,947,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
2,0,4,2998,0,1,1,0,0,1,0,0,1,0,0,1,1,N,N
3,1,13,3449,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,16,112,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
1,1,3,2855,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,11,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,18,1734,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,2,4,1291,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
3,2,3,1603,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
1,1,6,4571,0,1,1,0,0,0,0,0,0,0,0,0,0,N,N
1,1,9,3059,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,14,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,6,1494,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,2,505,0,0,0,0,0,0,0,1,0,0,0,0,1,N,N
0,2,3,490,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
1,0,10,2309,0,0,1,0,1,1,0,0,1,0,0,0,0,N,N
3,2,15,1596,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,2,5,2804,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
3,1,8,3450,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
3,0,12,400,0,0,1,0,0,0,0,1,0,0,1,1,0,N,N
1,1,7,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
0,0,7,732,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
1,1,17,2563,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,17,5010,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
3,1,6,3177,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,0,2,582,0,0,1,0,0,0,0,1,0,0,1,1,1,N,N
1,1,16,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,12,1063,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,30,2851,0,1,1,0,0,1,0,0,1,0,0,1,1,N,N
1,2,13,4703,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
1,2,8,4718,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
2,0,14,3128,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,0,1,183,0,0,1,0,0,1,0,1,1,0,0,1,0,N,N
3,1,6,2198,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,6,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,14,1810,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,6,2989,1,0,1,0,0,1,0,0,1,0,0,1,1,T,T
1,1,5,5006,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,16,2828,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
3,0,4,848,0,1,1,0,1,1,0,1,1,0,0,0,0,N,N
3,2,7,1657,0,0,0,0,0,0,0,0,1,0,1,1,0,N,N
1,0,2,4910,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
3,1,16,418,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,4,1736,0,1,0,0,1,0,0,1,1,0,1,1,0,N,N
2,0,33,797,0,0,1,0,0,0,1,1,1,0,0,1,0,N,N
1,0,9,4106,0,1,1,0,0,1,0,0,1,0,0,0,0,N,N
3,1,2,442,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,2,11,654,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
3,1,17,427,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,2,1675,0,0,0,0,0,0,0,1,0,0,0,1,1,N,N
2,0,22,2915,0,1,1,0,1,0,0,0,1,0,0,1,0,N,N
3,1,19,1111,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,9,2800,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
3,2,6,483,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,11,3891,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,11,1866,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
3,1,19,2101,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,17,404,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,0,7,847,0,1,1,0,0,1,0,0,1,0,0,0,0,N,N
1,0,10,1325,0,1,0,0,1,1,0,1,0,0,1,0,0,N,N
1,0,1,2613,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
3,2,8,482,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
0,1,6,424,0,1,0,0,0,0,0,0,0,0,0,0,1,N,T
1,1,5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,16,1459,0,1,1,0,1,0,0,0,0,0,0,0,0,N,N
2,0,31,1121,0,0,1,0,0,0,0,1,0,0,0,1,1,N,N
1,2,7,747,0,0,0,0,0,0,1,0,0,1,0,0,1,T,T
1,0,7,1186,0,0,1,0,0,1,1,1,1,0,0,1,1,N,N
3,0,7,1072,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
1,1,5,1696,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,2,17,1092,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,1,6,605,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,2,4775,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,22,2991,0,1,1,0,1,1,0,0,1,0,0,1,1,N,N
3,0,12,1041,0,1,0,0,0,1,0,0,1,0,0,1,0,N,N
1,1,16,1075,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,16,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,2,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,2,4260,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,1,4,998,0,0,0,0,0,0,0,0,0,0,0,0,1,N,N
1,1,10,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,12,1014,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
0,2,1,382,0,0,0,0,0,0,0,1,0,0,1,0,1,N,N
2,0,25,809,0,0,1,0,0,0,0,0,1,0,0,1,0,N,N
3,2,20,1605,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
2,0,3,1111,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
2,0,7,3013,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
0,1,3,186,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
3,1,13,1077,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,1,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,18,2204,0,0,0,0,0,0,0,0,1,0,0,1,1,T,T
1,1,16,4724,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,1,4171,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,0,8,261,0,1,1,0,1,1,0,0,1,0,0,0,0,N,N
1,0,12,4597,1,0,0,1,0,0,1,0,1,1,0,1,1,T,T
2,0,2,3024,0,1,0,0,0,1,0,0,1,0,0,1,1,N,N
2,0,6,52,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
0,0,7,542,1,0,1,1,1,1,0,1,0,0,0,0,1,N,N
3,0,17,260,0,1,1,0,1,1,0,1,1,0,1,1,0,N,N
1,0,13,550,0,0,1,0,0,1,1,1,1,1,1,1,0,N,N
3,1,12,498,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
3,2,5,414,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
3,1,20,3450,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
3,1,9,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,10,142,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,0,6,4719,0,0,1,0,1,0,0,1,0,0,0,0,0,N,N
1,1,8,4101,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,20,2923,0,0,1,0,0,1,0,0,1,0,0,1,0,N,N
2,0,8,233,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
1,1,10,2041,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,0,17,3048,0,1,0,0,1,1,0,1,1,0,1,1,0,N,N
1,1,13,3922,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
3,0,4,1733,0,0,1,0,0,1,0,1,0,0,1,1,0,N,N
1,1,17,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,20,2886,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,2,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,8,2837,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,7,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,1,1732,0,0,0,0,0,0,0,1,1,0,1,0,0,N,N
3,0,18,277,0,0,1,0,0,1,0,1,1,0,1,1,0,N,N
1,1,9,4725,0,0,1,0,0,0,0,0,0,0,0,0,1,N,N
2,0,33,2918,0,0,1,0,0,1,0,0,1,0,0,1,0,N,N
0,1,2,502,0,1,1,0,1,0,0,0,0,0,0,0,0,N,N
1,0,16,4285,0,1,0,0,1,1,0,1,0,0,1,1,0,N,N
1,1,3,3541,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,8,2938,0,1,1,0,0,1,0,0,1,0,0,1,1,N,N
1,1,2,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,7,1699,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,0,2,271,0,1,0,0,1,1,0,1,1,0,1,1,0,N,N
3,2,18,1102,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,1,4120,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
3,0,19,456,0,0,1,0,0,1,0,0,1,0,0,0,0,N,N
1,0,13,3194,0,1,1,0,1,1,0,0,1,0,0,0,0,N,N
1,1,12,621,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,0,6,269,0,1,0,0,1,0,0,1,0,0,1,1,0,N,N
1,1,16,4334,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,2,7,3838,0,0,0,0,0,0,0,1,0,0,1,1,1,N,N
1,0,8,23,0,0,1,0,0,1,0,0,1,0,0,0,0,N,N
1,2,14,165,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
1,1,17,2847,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,18,3004,0,1,1,0,1,1,0,0,1,0,0,1,1,N,N
3,0,16,248,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
3,1,4,1670,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,16,1162,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
0,0,8,300,0,1,1,0,1,0,0,1,0,0,0,0,0,N,N
3,0,13,928,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,0,13,2751,0,1,0,0,0,1,0,0,1,0,0,0,0,N,N
3,0,20,2649,0,1,1,0,0,1,0,1,1,0,0,0,0,N,N
1,1,14,1323,0,1,1,0,0,0,0,0,0,0,0,0,0,N,N
3,1,11,973,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,10,2818,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
3,0,5,3123,0,1,0,0,1,1,0,0,1,0,0,1,0,N,N
1,2,14,4408,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,2,17,1738,0,0,0,0,0,0,0,0,1,0,1,0,0,N,N
2,0,17,686,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
3,1,13,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,4,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,14,1688,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,8,2059,0,1,1,0,1,1,0,1,1,0,0,0,0,N,N
0,1,1,425,1,0,0,0,0,0,0,0,0,0,0,0,1,T,T
3,1,10,2704,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,13,1281,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
3,2,16,2605,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,2,5,3784,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
3,1,18,833,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,0,6,4919,0,1,0,0,1,0,0,1,0,0,1,1,0,N,N
1,1,9,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,2,4002,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
2,0,22,652,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,1,10,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,10,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,0,20,1495,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
3,2,13,1746,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
1,1,4,4172,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,2,2,4985,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
2,0,10,2908,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,9,172,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
3,0,2,2187,0,0,1,0,0,0,0,0,1,0,0,1,1,T,T
1,1,4,1549,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,11,1566,0,0,0,0,0,0,0,0,1,0,1,0,0,N,N
1,2,11,4000,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N
1,0,1,1233,0,0,1,0,0,1,0,1,1,0,1,1,0,N,N
0,1,2,135,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
1,0,2,2018,0,1,1,0,0,1,0,1,0,0,0,0,0,N,N
1,1,8,4706,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,7,4310,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,12,1075,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,19,2871,0,0,1,0,0,0,0,0,1,0,0,1,0,N,N
3,1,20,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,3,1800,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,2,7,1380,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
1,1,13,1066,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
3,2,18,1562,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,2,9,4026,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N
1,0,11,1662,0,1,0,0,0,1,0,0,1,0,0,0,0,N,N
1,2,6,4701,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
3,1,8,2107,0,0,1,0,1,0,0,0,0,0,0,0,0,N,N
2,0,18,753,0,0,1,0,0,0,1,1,1,0,0,1,0,N,N
2,2,18,4381,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,0,12,3826,0,1,0,0,1,1,0,1,1,0,0,0,0,N,N
3,1,10,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,6,4461,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
1,1,12,4028,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,17,2977,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
2,0,19,1174,0,0,1,0,0,0,1,0,0,0,0,1,1,T,T
3,0,4,1572,0,1,0,0,0,0,0,1,1,0,1,1,0,N,N
2,0,6,590,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
1,0,10,841,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
3,0,15,3173,0,1,0,0,0,0,0,1,1,0,1,1,0,N,N
1,2,10,1730,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
2,0,27,382,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,1,9,4174,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,5,4174,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,4,1943,0,0,1,0,0,1,0,1,1,0,1,0,0,N,N
2,2,3,811,0,0,0,0,0,0,1,0,0,0,0,1,1,T,T
1,2,1,4749,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
1,1,17,4696,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,16,440,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
1,1,13,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,2,4779,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,0,4,1614,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
3,1,18,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,0,18,250,0,0,1,0,0,0,0,0,1,0,0,0,0,N,N
3,0,2,1097,1,0,1,0,0,1,0,1,1,0,1,1,0,N,N
3,0,2,289,0,1,1,0,1,1,0,1,1,0,1,1,0,N,N
3,1,15,497,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,1,2,3882,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,0,12,2142,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
3,2,6,1736,0,0,0,0,0,0,0,1,1,0,1,1,1,T,N
1,0,7,4098,0,0,1,0,0,1,0,1,1,0,1,1,0,N,N
0,1,5,718,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
3,2,4,1675,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N
1,0,7,1293,0,1,0,0,0,0,0,1,0,0,0,0,0,N,N
1,0,8,834,0,1,1,0,1,1,0,1,0,0,1,1,0,N,N
3,1,2,496,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
3,0,10,403,0,1,0,0,0,0,0,1,0,0,0,1,0,N,N
1,0,7,841,0,1,0,0,0,0,0,1,1,0,0,0,0,N,N
1,2,5,1536,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,1,13,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,3,1066,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,8,3889,1,1,1,1,1,1,0,0,0,0,0,0,1,T,T
1,2,5,2072,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
3,2,16,2627,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
0,0,5,206,0,1,0,0,1,0,0,1,0,0,1,1,0,N,N
1,1,3,3131,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,1,17,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,13,1171,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
0,0,3,381,0,1,0,0,0,0,0,1,0,0,1,0,0,N,N
1,1,12,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,12,3342,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
1,0,16,840,0,1,1,0,1,1,0,0,1,0,0,0,0,N,N
1,0,6,3313,0,1,0,0,1,0,0,1,0,0,1,1,0,N,N
1,2,6,2323,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,0,7,2213,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
1,2,5,3332,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
3,0,4,1134,0,0,1,0,0,1,0,1,1,0,0,1,0,N,N
2,0,17,2970,0,0,1,0,0,1,0,0,1,0,0,1,0,N,N
0,0,7,272,1,0,0,1,0,0,1,0,0,0,0,0,1,T,N
3,2,6,2709,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
1,2,5,4923,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
2,0,2,2977,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
1,1,6,4610,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
3,0,3,2697,0,1,0,0,0,0,0,1,1,0,1,1,0,N,N
3,1,9,3450,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,2,17,747,0,0,0,0,0,0,0,1,1,0,1,0,0,N,N
1,2,13,3808,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
1,1,8,4628,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,14,1063,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,26,1106,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,1,16,26,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
0,0,1,499,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
1,0,14,1816,0,0,1,0,0,0,0,1,0,0,0,0,0,N,N
1,1,8,829,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
3,0,19,2702,0,1,0,0,1,0,0,0,1,0,0,1,0,N,N
1,0,2,3807,0,1,1,0,1,1,0,1,0,0,1,0,0,N,N
1,2,14,4665,0,0,0,0,0,0,0,1,0,0,0,1,1,N,N
1,2,14,1336,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
3,0,20,4088,0,1,0,0,0,1,0,1,0,0,0,0,0,N,N
1,1,13,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,11,2154,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,13,2834,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,13,3090,0,1,0,0,0,1,0,0,1,0,0,1,0,N,N
2,0,10,1113,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
1,1,11,4565,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,14,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,8,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,17,1116,0,0,1,0,0,1,0,1,0,0,0,1,0,N,N
3,0,1,3612,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,2,21,3185,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
2,0,13,507,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
0,0,5,272,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
1,1,7,1521,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
3,2,7,2598,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,1,7,1493,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,6,1108,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
3,2,12,3456,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
2,0,5,795,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,1,10,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,21,348,0,0,1,0,0,0,0,0,1,0,1,1,0,N,N
1,0,13,1614,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,10,2842,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,4,3312,0,1,0,0,1,1,0,1,1,0,1,0,0,N,N
1,0,8,1302,0,1,0,0,0,1,0,1,1,0,1,0,0,N,N
0,0,3,158,0,1,0,0,1,0,0,1,1,0,0,0,0,N,N
1,0,6,3340,0,1,0,0,1,0,0,1,0,0,1,1,0,N,N
3,1,9,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,1,3956,0,1,0,0,0,0,0,1,0,0,1,0,0,N,N
3,0,3,1495,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
0,1,4,668,0,1,0,0,1,0,0,0,0,0,0,0,1,N,N
2,0,26,3120,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,0,12,1860,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
1,0,4,3527,0,1,0,0,0,0,0,1,1,0,1,0,0,N,N
2,0,28,4392,0,0,1,0,1,1,0,0,1,0,0,1,0,N,N
1,1,17,4401,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
2,0,7,3095,0,1,1,0,0,1,0,1,1,0,0,1,0,N,N
0,0,1,43,1,0,0,1,0,0,1,0,0,0,0,0,1,T,T
1,0,16,1773,0,1,1,0,0,1,0,1,0,0,0,0,0,N,N
3,2,9,384,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
2,0,9,2922,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,9,3196,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,2,1,1526,0,0,0,0,0,0,0,1,1,0,1,0,0,N,N
0,0,4,50,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
1,1,2,3977,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
3,0,11,943,0,1,1,0,0,1,0,0,1,0,0,0,0,N,N
3,0,10,2121,0,0,1,0,0,1,0,0,1,0,1,1,0,N,N
3,1,15,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,13,1115,0,0,1,0,0,1,0,1,0,0,0,1,0,N,N
1,2,16,2160,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
3,2,15,3174,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
2,0,8,3001,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
3,1,21,1541,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
1,1,14,621,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,14,43,0,0,0,0,0,0,0,0,0,0,0,0,1,T,T
1,2,8,166,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
1,2,7,2306,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,12,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,10,1195,0,0,1,0,0,1,0,0,1,0,0,0,0,N,N
2,2,16,335,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
3,0,4,1142,0,1,1,0,1,1,0,0,1,0,0,1,0,N,N
2,0,30,2991,0,1,1,0,1,1,0,0,1,0,0,1,1,N,N
1,1,5,1775,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,0,5,1737,0,0,1,0,0,1,0,1,0,0,1,1,0,N,N
3,0,9,1528,0,1,1,0,1,1,0,1,1,0,0,1,0,N,N
2,0,22,684,0,0,1,0,0,0,1,1,1,1,0,1,1,T,T
2,0,14,1113,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
1,0,2,565,1,1,1,0,1,1,0,1,1,0,1,1,1,N,N
1,0,5,2075,0,1,0,0,0,0,0,1,1,0,1,1,0,N,N
3,1,4,428,0,0,1,0,1,1,0,0,0,0,0,0,0,N,N
